id,image_url,permalink
40,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/fake-martyrs-1.jpg?w=721 721w,https://www.snopes.com/fact-check/martyrs-fake-death-video/
41,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/trafficjamfb.jpg?w=600 600w,https://www.snopes.com/fact-check/german-fuel-protest-image/
42,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/plane-crash-1.jpg?w=1000 1000w,https://www.snopes.com/fact-check/is-this-plane-crash-havana-cuba/
44,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/nikola-tesla.jpg?w=1879 1879w,https://www.snopes.com/fact-check/nikola-tesla-swimming-instructor/
46,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/trump-fathers-day.jpg?w=517 517w,https://www.snopes.com/fact-check/president-donald-trump-tweet-mothers-day-fathers/
47,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/tiny-toker-1.jpg?w=920 920w,https://www.snopes.com/fact-check/did-fisher-price-release-tiny-toker/
48,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/blue-bow-trout.jpg?w=823 823w,https://www.snopes.com/fact-check/blue-bow-trout-real/
51,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/toy-giant-hornet.jpg?w=800 800w,https://www.snopes.com/fact-check/is-this-asian-giant-hornet/
52,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/rayban.jpg?w=600 600w,https://www.snopes.com/fact-check/may-day-protests-kiss/
53,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/heineken-ad.jpg?w=600 600w,https://www.snopes.com/fact-check/heineken-beer-ad-babies/
54,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/not-obama-bowing.jpg?w=478 478w,https://www.snopes.com/fact-check/president-obama-bow-ayatollah-khamenei/
55,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/31437451_1694623843961056_9045261226293311056_n.jpg?w=600 600w,https://www.snopes.com/fact-check/was-twelve-lb-rat-london/
56,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/kansas-city.jpg?w=899 899w,https://www.snopes.com/fact-check/does-welcome-sign-kansas-city-typo/
57,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/purple-horned-winged-lizard.jpg?w=700 700w,https://www.snopes.com/fact-check/purple-horned-winged-lizard/
58,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/two-headed-shark.jpg?w=745 745w,https://www.snopes.com/fact-check/two-headed-sharks-terrorizing-ocean/
60,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/A-set-of-images-show-a-congenital-anomaly-.jpg?w=600 600w,https://www.snopes.com/fact-check/real-hand-eight-fingers/
61,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/Home_designed_to_resist_flood_waters.jpg?w=2724 2724w,https://www.snopes.com/fact-check/last-house-standing-hurricane-exorcism/
62,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/god-of-war.jpg?w=720 720w,https://www.snopes.com/fact-check/did-netflix-announce-god-of-war-series/
63,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/ObamaUSbordersign.jpg?w=400 400w,https://www.snopes.com/fact-check/is-u-s-border-sign-free-stuff-real/
64,https://us-east-1.tchyn.io/snopes-production/uploads/2018/05/hearse.jpg?w=500 500w,https://www.snopes.com/fact-check/was-hearse-towed-during-funeral/
65,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/apocalyptic-sunset-over-moscow.jpg?w=724 724w,https://www.snopes.com/fact-check/is-sunset-moscow-real/
66,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/fetus_burial.jpg?w=600 600w,https://www.snopes.com/fact-check/washing-aborted-fetuses/
67,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/michelle-wolf-newspaper.jpg?w=1242 1242w,https://www.snopes.com/fact-check/michelle-wolf-newspaper-arrest/
68,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/russian-smoker.jpg?w=1242 1242w,https://www.snopes.com/fact-check/did-man-lock-head-cage/
69,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/best-and-worst-presidents.jpg?w=1433 1433w,https://www.snopes.com/fact-check/was-trump-best-worst-president-time/
70,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/hydro-mx-motorcycle.jpg?w=1200 1200w,https://www.snopes.com/fact-check/daredevil-ride-motorcycle-lake-como/
72,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/dogman.jpg?w=584 584w,https://www.snopes.com/fact-check/mysterious-creature-terrorizing-argentina/
73,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/fake-bbc-report.jpg?w=1200 1200w,https://www.snopes.com/fact-check/bbc-nato-russia-nuclear-incident/
74,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/mcgonigle.jpg?w=560 560w,https://www.snopes.com/fact-check/is-this-proof-white-helmets-staged-chemical-attack/
75,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/qr-code-fake.jpg?w=1000 1000w,https://www.snopes.com/fact-check/starbucks-coupon-for-black-customers-only/
76,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/facebook-videos.jpg?w=745 745w,https://www.snopes.com/fact-check/mark-zuckerberg-closing-facebook/
77,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/knocked-over-statue.jpg?w=717 717w,https://www.snopes.com/fact-check/was-statue-unknown-soldier-vandals/
79,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/not-jeffery-dahmer.jpg?w=500 500w,https://www.snopes.com/fact-check/jeffrey-dahmer-next-ice-bong/
80,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/forbes-whale.jpg?w=960 960w,https://www.snopes.com/fact-check/sperm-whale-die-swallowing-64-pounds-plastic-debris/
81,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/30226441_1745278768844782_6072494758747824213_n.jpg?w=794 794w,https://www.snopes.com/fact-check/liberals-protesting-trump-photo/
82,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/history-lovers-club.jpg?w=726 726w,https://www.snopes.com/fact-check/daredevils-playing-tennis-airplane/
83,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/fishing-shadow.jpg?w=1175 1175w,https://www.snopes.com/fact-check/did-a-sunbather-catch-a-cobra-bare-hands/
84,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/26230154_1900598443303351_4966851516246143874_n.jpg?w=600 600w,https://www.snopes.com/fact-check/schwarzenegger-hotel-statue/
85,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/like-farm-scam.jpg?w=504 504w,https://www.snopes.com/fact-check/did-sick-childs-classmates-refuse-birthday/
88,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/harry-potter-cursed-child-movie.jpg?w=442 442w,https://www.snopes.com/fact-check/harry-potter-cursed-child-movie-poster/
89,https://us-east-1.tchyn.io/snopes-production/uploads/2018/04/monster-claws.jpg?w=1036 1036w,https://www.snopes.com/fact-check/monstrous-paws-alabama/
90,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/not-a-weasel.jpg?w=544 544w,https://www.snopes.com/fact-check/short-tailed-weasel/
91,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/killing-gators-1.jpg?w=411 411w,https://www.snopes.com/fact-check/stop-killing-alligators-gatorade/
92,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/northern-lights-from-space.jpg?w=449 449w,https://www.snopes.com/fact-check/northern-lights-seen-space/
93,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/nazi-salute.jpg?w=800 800w,https://www.snopes.com/fact-check/david-hogg-give-nazi-salute/
94,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/Emma-Gonzalez-Britney-meme.jpg?w=600 600w,https://www.snopes.com/fact-check/was-emma-gonzalez-attacking-truck/
95,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/mexico-and-trump.jpg?w=437 437w,https://www.snopes.com/fact-check/did-trump-slap-mexico-city-mayor/
96,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/emmatear.jpg?w=467 467w,https://www.snopes.com/fact-check/emma-gonzalez-ripping-up-constitution/
97,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/napoleon-dynamite-sequel.jpg?w=444 444w,https://www.snopes.com/fact-check/napoleon-dynamite-sequel/
99,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/half-a-camel.jpg?w=654 654w,https://www.snopes.com/fact-check/half-body-camel/
100,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/trump-melania-and-stormy-daniels.jpg?w=836 836w,https://www.snopes.com/fact-check/donald-trump-melania-trump-stormy-daniels/
101,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/karl-marx-tweet.jpg?w=580 580w,https://www.snopes.com/fact-check/karl-marx-banknote-released-germany/
102,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/tv-fox.jpg?w=1202 1202w,https://www.snopes.com/fact-check/super-antenna-octa-air-legitimate-replacement-cable/
103,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/hawking-vietnam.jpg?w=603 603w,https://www.snopes.com/fact-check/stephen-hawking-vietnam-war-protest/
104,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/fan-made-movie-poster.jpg?w=436 436w,https://www.snopes.com/fact-check/did-disney-announce-bedknobs-broomsticks/
105,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/not-kray-twins.jpg?w=532 532w,https://www.snopes.com/fact-check/kray-twins-use-elephant-rob-london-tram/
106,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/based-stickman-propoganda.jpg?w=593 593w,https://www.snopes.com/fact-check/did-girl-smile-carved-face-south-africa/
107,https://us-east-1.tchyn.io/snopes-production/uploads/2018/03/elephants-jumping.jpg?w=440 440w,https://www.snopes.com/fact-check/is-this-jumping-baby-elephant/
108,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/trump-stops-mugging-1.jpg?w=834 834w,https://www.snopes.com/fact-check/trump-stops-mugging-1991/
109,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/no-billboards-in-space.jpg?w=640 640w,https://www.snopes.com/fact-check/is-this-carl-sagan-holding-a-no-billboards-in-space-sign/
111,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/Not-James-Hetfield.jpg?w=600 600w,https://www.snopes.com/fact-check/is-james-hetfield-standing-near-a-bear-he-killed/
112,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/shark-on-beach.jpg?w=542 542w,https://www.snopes.com/fact-check/did-huge-shark-wash-up-kitty-hawk/
113,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/obama-v-trump-2.jpg?w=526 526w,https://www.snopes.com/fact-check/presidential-responses-school-shootings/
114,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/chris-williams-parkland.png?resize=576,https://www.snopes.com/fact-check/chris-williams-parkland/
115,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/Black-Panther-fake-attack1.jpg?w=600 600w,https://www.snopes.com/fact-check/are-white-people-being-assaulted-at-showing-of-black-panther/
116,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/nikolascruzmakarov.jpg?w=678 678w,https://www.snopes.com/fact-check/did-shooters-instagram-picture-maga-hat/
117,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/fake-antifa.jpg?w=528 528w,https://www.snopes.com/fact-check/florida-shooter-antifa-shirt/
118,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/In-Israel-armed-teachers-protect-children.jpg?w=500 500w,https://www.snopes.com/fact-check/is-armed-teacher-students-israel/
119,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/beware-sign.jpg?w=401 401w,https://www.snopes.com/fact-check/beware-billionaire-hunters-sign-real/
120,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/metal-af.jpg?w=635 635w,https://www.snopes.com/fact-check/hermit-crab-using-skull-shell/
121,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/frozen-IRTYSH-RIVER.jpg?w=713 713w,https://www.snopes.com/fact-check/frozen-river-scream-ghostface/
123,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/tesla-in-space.jpg?w=1920 1920w,https://www.snopes.com/fact-check/tesla-car-really-space/
124,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/goliath-skeleton.jpg?w=1024 1024w,https://www.snopes.com/fact-check/is-this-goliath-skeleton-real/
125,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/eagles-tweet.png?w=821 821w,https://www.snopes.com/fact-check/eagles-respond-trumps-congratulatory-tweet-vulgarity/
127,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/joe-kennedy-tweets.jpg?w=1500 1500w,https://www.snopes.com/fact-check/joe-kennedys-palm-beach-house-security-wall/
129,https://us-east-1.tchyn.io/snopes-production/uploads/2018/02/pelosi-scolds-democrat.jpg?w=640 640w,https://www.snopes.com/fact-check/pelosi-sanchez-state-of-union/
130,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/27072590_959807020868233_2544880065434527538_n.png?w=600 600w,https://www.snopes.com/fact-check/did-democrats-check-phones-sotu-address/
132,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/womensmarch10.jpg?w=905 905w,https://www.snopes.com/fact-check/wheres-damn-dinner-plane-banner-flown-womens-march/
133,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/elephant-collage.jpg?w=1000 1000w,https://www.snopes.com/fact-check/elephant-mountain-real-place/
134,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/pope-on-halloween.jpg?w=930 930w,https://www.snopes.com/fact-check/pope-francis-merengue/
135,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/airplane-fire.jpg?w=685 685w,https://www.snopes.com/fact-check/is-this-video-of-an-airplane-on-fire-real/
136,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/stormy-vs-stormy.jpg?w=2000 2000w,https://www.snopes.com/fact-check/stormy-daniels-say-president-trump-ate-pizza-tiny-pizza-toppings/
137,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/stabbing-video.jpg?w=751 751w,https://www.snopes.com/fact-check/halal-slash-video/
138,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/galton-box.jpg?w=689 689w,https://www.snopes.com/fact-check/machine-automatically-sorting-colored-balls/
139,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/not-hollywood.jpg?w=489 489w,https://www.snopes.com/fact-check/a-woman-in-a-revealing-dress-attended-a-hollywood-event-amidst-protests-against-sexual-harassment/
140,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/not-an-alien-attack.jpg?w=1000 1000w,https://www.snopes.com/fact-check/did-energy-weapon-strike-michigan/
141,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/our-congress-hard-at-work.jpg?w=446 446w,https://www.snopes.com/fact-check/is-this-our-congress-hard-at-work/
143,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/26169900_713070272230998_6068165661028487325_n.jpg?w=676 676w,https://www.snopes.com/fact-check/former-presidents-mocked-trump-about-his-first-try-tweet/
144,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/oprah-and-harvey.jpg?w=589 589w,https://www.snopes.com/fact-check/oprah-kissing-weinstein-cheek/
145,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/romania-ufo.jpg?w=692 692w,https://www.snopes.com/fact-check/alien-spotted-boarding-ufo-in-romania/
146,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/Pasted-image-at-2018_01_07-06_01-PM.png?w=960 960w,https://www.snopes.com/fact-check/kim-jong-un-reading-fire-fury/
147,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/Trump-bereaved-picture.jpg?w=600 600w,https://www.snopes.com/fact-check/picture-soldier-family-killed/
148,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/daca.jpg?w=1164 1164w,https://www.snopes.com/fact-check/were-daca-recipients-burning-flag/
149,https://us-east-1.tchyn.io/snopes-production/uploads/2018/01/who-wore-it-better.jpg?w=960 960w,https://www.snopes.com/fact-check/melania-trump-wore-shower-curtains/
150,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/cowhood01.jpg?w=600 600w,https://www.snopes.com/fact-check/cow-on-hood-car/
151,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/real-mermaid.jpg?w=1000 1000w,https://www.snopes.com/fact-check/real-mermaid-found-india/
153,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/mueller-and-trump.jpg?w=586 586w,https://www.snopes.com/fact-check/is-this-a-real-photograph-of-robert-mueller-in-vietnam/
154,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/10-downing-dog.jpg?w=599 599w,https://www.snopes.com/fact-check/dog-defecate-10-downing-street/
155,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/mitch-mcconnell-fake.jpg?w=884 884w,https://www.snopes.com/fact-check/did-c-span-insult-mitch-mcconnell/
156,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/weibo.jpg?w=586 586w,https://www.snopes.com/fact-check/is-this-invisibility-cloak-video-real/
158,https://us-east-1.tchyn.io/snopes-production/uploads/2017/12/war-on-christmas.jpg?w=1007 1007w,https://www.snopes.com/fact-check/protester-holding-holidays-matter-sign/
159,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/michelle-obama.jpg?w=480 480w,https://www.snopes.com/fact-check/time-traveling-hula-hooper-photograph/
160,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/trump-tweets-antimuslim-video.jpg?w=577 577w,https://www.snopes.com/fact-check/video-beating-dutch-boy-crutches/
161,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/uncle-putin.jpg?w=768 768w,https://www.snopes.com/fact-check/putin-pictured-taking-lollipop-child/
162,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/Screen-Shot-2017-11-28-at-17.43.24.png?w=932 932w,https://www.snopes.com/fact-check/libya-slavery/
163,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/LGGBDTTTIQQAAPP.jpg?w=1080 1080w,https://www.snopes.com/fact-check/lggbdtttiqqaapp-lgbt-inclusiveness-training-flyer/
164,https://us-east-1.tchyn.io/snopes-production/uploads/2015/02/niagara.jpg?w=694 694w,https://www.snopes.com/fact-check/niagara-falls-frozen/
165,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/childgun.jpg?w=469 469w,https://www.snopes.com/fact-check/child-shooting-dog-photos/
166,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/ryan-zinke-maybe.png?w=827 827w,https://www.snopes.com/fact-check/ryan-zinke-dead-elephant/
167,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/orwell-and-hemingway.jpg?w=740 740w,https://www.snopes.com/fact-check/image-shows-george-orwell-and-ernest-hemingway-during-the-spanish-civil-war/
168,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/average-rob.jpg?w=925 925w,https://www.snopes.com/fact-check/obama-sleeping-man-subway/
169,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/aiden-benjamin.jpg?w=588 588w,https://www.snopes.com/fact-check/photographer-said-franken-image-was-staged/
172,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/giacomo-calabrese-look-familiar-its-the-texas-church-shooter.jpg?w=612 612w,https://www.snopes.com/fact-check/image-depict-texas-church-shooter-bernie-sanders-rally/
173,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/muslimmarch.jpg?w=1000 1000w,https://www.snopes.com/fact-check/video-muslims-sharia-ashoura/
174,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/deported-veterans.jpg?w=583 583w,https://www.snopes.com/fact-check/image-shows-a-group-of-deported-veterans/
177,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/andre-the-giant.jpg?w=800 800w,https://www.snopes.com/fact-check/andre-giant-holding-beer-can/
178,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/Screenshot-2017-11-08-at-10.02.07-AM.png?w=1013 1013w,https://www.snopes.com/fact-check/shinzo-abe-roll-golf-bunker-round-trump/
179,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/fb-page-screenshot.jpg?w=442 442w,https://www.snopes.com/fact-check/did-michael-lombardi-kill-a-hibernating-bear-in-new-jersey/
180,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/obama-trump.jpg?w=809 809w,https://www.snopes.com/fact-check/did-trump-impatiently-dump-fish-food-in-japanese-koi-pond/
181,https://us-east-1.tchyn.io/snopes-production/uploads/2017/11/papa-johns-little-caesar-the-other-90-meme.jpg?w=800 800w,https://www.snopes.com/fact-check/papa-johns-little-caesars-meme/
182,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/face-cream-ad.jpg?w=1000 1000w,https://www.snopes.com/fact-check/is-this-woman-playing-ping-pong-with-her-face/
183,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/biden-grope.jpg?w=552 552w,https://www.snopes.com/fact-check/joe-biden-grope-photograph/
184,https://us-east-1.tchyn.io/snopes-production/uploads/2013/07/fence.jpg?w=800 800w,https://www.snopes.com/fact-check/dont-whizz-on-the-electric-fence/
185,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/vic-berger-trump.jpg?w=2048 2048w,https://www.snopes.com/fact-check/trump-unflattering-image/
186,https://us-east-1.tchyn.io/snopes-production/uploads/2013/11/lambeau2.jpg?w=604 604w,https://www.snopes.com/fact-check/veterans-day-tribute/
187,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/security-camera.jpg?w=800 800w,https://www.snopes.com/fact-check/ghost-on-camera-hallways-ireland-school/
188,https://us-east-1.tchyn.io/snopes-production/uploads/2015/11/disgusting.jpg?w=528 528w,https://www.snopes.com/fact-check/ladybugs-beetles-dog-mouth/
189,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/owl-orgasm.jpg?w=711 711w,https://www.snopes.com/fact-check/is-this-owl-having-an-orgasm/
190,https://us-east-1.tchyn.io/snopes-production/uploads/2017/10/hendrix.jpg?w=686 686w,https://www.snopes.com/fact-check/did-a-tattooed-jimi-hendrix-ride-a-dune-buggy/
